,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
18062,1,0,4.3,127,52,62,1547,100.0,425
18063,0,0,4.1,730,52,57,903,1500.0,5047
18064,1,0,3.8,323,52,20,1208,650.0,543
18065,0,0,3.8,409,52,20,1447,700.0,5047
18066,0,0,3.9,115,52,20,565,500.0,5047
18067,1,0,4.2,504,52,13,494,500.0,4433
18068,0,1,4.2,244,52,37,983,2500.0,5047
18069,0,1,4.1,401,52,46,718,1500.0,5047
18070,1,0,4.2,287,52,17,783,700.0,2626
18071,0,0,4.1,1187,52,20,807,1500.0,5047
18072,1,0,3.9,81,52,20,1607,600.0,1100
18073,1,0,2.7,82,52,20,1599,400.0,3245
18074,0,1,3.7,96,52,4,884,1100.0,5047
18075,1,0,2.8,340,52,20,1474,750.0,4926
18076,1,1,4.2,166,52,20,1415,1100.0,202
18077,1,0,3.8,86,52,20,1031,600.0,3298
18078,1,0,4.1,327,52,51,1547,150.0,5047
18079,0,1,3.7,77,52,5,624,2000.0,5047
18080,1,0,3.9,250,52,13,455,400.0,4018
18081,1,0,3.9,72,52,13,425,500.0,540
18082,0,0,3.7,175,52,20,604,600.0,5047
18083,1,0,2.7,61,52,20,1278,800.0,5047
18084,0,0,2.8,81,52,20,1597,600.0,5047
18085,0,0,3.9,282,52,62,1547,250.0,5047
18086,1,0,4.7,4408,52,62,1547,150.0,742
18087,1,0,4.0,1192,52,62,1589,250.0,3574
18088,0,0,4.3,354,52,62,1551,300.0,5047
18089,1,0,4.1,133,52,62,1577,250.0,2978
18090,1,0,4.0,71,52,62,1587,300.0,3964
18091,0,0,3.8,76,52,62,1547,200.0,5047
18092,0,0,4.2,600,52,62,1589,200.0,5047
18093,1,0,4.0,340,52,62,593,350.0,2459
18094,0,0,4.1,748,52,62,1547,150.0,5047
18095,1,0,4.0,172,52,62,1611,300.0,1212
18096,1,0,4.0,192,52,62,322,400.0,186
18097,0,0,4.1,534,52,62,1618,800.0,5047
18098,0,0,4.2,124,52,41,1112,400.0,5047
18099,1,0,3.5,250,52,62,1235,300.0,3708
18100,0,0,4.2,62,52,62,1585,350.0,5047
18101,0,0,4.0,212,52,62,1156,250.0,5047
18102,1,0,4.0,633,52,62,323,600.0,4931
18103,1,0,4.0,377,52,62,1474,400.0,3123
18104,0,0,3.1,116,52,41,1451,600.0,5047
18105,1,0,3.9,461,52,62,552,200.0,2226
18106,1,0,4.0,151,52,62,829,500.0,5047
18107,0,0,4.2,61,52,62,1628,200.0,5047
18108,0,0,4.0,52,52,62,865,250.0,5047
18109,1,0,3.9,112,52,62,1636,200.0,3070
18110,0,0,2.9,57,52,62,1156,300.0,5047
18111,1,0,3.7,89,52,41,1242,500.0,4751
18112,1,0,4.0,58,52,41,1456,300.0,312
18113,1,0,3.7,100,52,62,1196,400.0,264
18114,0,0,3.9,47,52,62,1070,300.0,5047
18115,1,0,3.4,62,52,41,1547,500.0,3368
18116,1,0,3.8,120,52,63,819,300.0,5047
18117,0,0,4.2,471,52,62,1628,100.0,5047
18118,1,0,4.2,466,52,41,1547,300.0,52
18119,1,0,3.9,291,52,63,1590,300.0,3961
18120,1,0,2.7,72,52,41,1360,550.0,3638
18121,1,0,4.0,165,52,30,792,400.0,612
18122,1,0,2.4,71,52,67,934,500.0,3231
18123,0,0,3.1,49,52,41,1586,800.0,5047
18124,0,0,2.6,30,52,62,920,500.0,5047
18125,0,0,2.8,42,52,9,1021,150.0,5047
18126,0,0,2.7,268,52,41,1465,500.0,5047
18127,0,0,4.4,2127,67,20,1416,1200.0,5047
18128,0,1,4.3,592,67,20,1156,1200.0,5047
18129,0,1,4.2,174,67,20,1490,1200.0,5047
18130,0,1,4.2,371,70,37,1297,2400.0,5047
18131,1,1,4.6,514,72,20,1094,1000.0,1297
18132,1,0,3.8,571,67,20,565,800.0,2660
18133,0,1,4.1,309,70,37,1317,4100.0,5047
18134,0,1,4.2,358,72,20,1222,1500.0,5047
18135,0,0,3.9,629,70,27,878,2000.0,5047
18136,1,1,4.0,672,67,20,1156,900.0,5047
18137,0,1,4.3,413,70,37,1375,5000.0,5047
18138,0,0,4.3,90,67,13,399,800.0,5047
18139,0,1,4.3,354,67,20,1006,1400.0,5047
18140,0,1,4.0,344,72,37,739,3000.0,5047
18141,0,0,4.1,179,72,6,885,3000.0,5047
18142,0,0,3.9,481,67,27,878,1500.0,5047
18143,0,1,4.3,476,67,13,364,1000.0,5047
18144,1,1,4.1,532,67,20,1088,1000.0,2955
18145,0,1,4.3,202,70,37,1547,4000.0,5047
18146,0,0,3.8,273,72,46,663,2200.0,5047
18147,0,1,4.2,258,67,20,1129,1800.0,5047
18148,0,1,4.3,291,70,37,1156,4000.0,5047
18149,0,1,4.1,432,72,20,1043,1200.0,5047
18150,0,0,4.3,177,67,13,427,700.0,5047
18151,1,1,4.1,289,67,20,1244,800.0,4959
18152,0,0,4.0,149,72,20,1443,700.0,5047
18153,0,0,4.0,471,70,20,1156,600.0,5047
18154,0,1,4.0,207,72,37,1014,2200.0,5047
18155,0,1,4.1,187,70,4,799,2500.0,5047
18156,0,0,4.1,62,72,20,1423,450.0,5047
18157,0,0,3.9,83,72,20,253,650.0,5047
18158,0,1,4.0,134,72,37,1351,3700.0,5047
18159,1,0,3.9,134,67,20,610,700.0,4876
18160,1,0,4.0,280,72,20,1294,600.0,4581
18161,0,0,2.5,60,67,20,71,750.0,5047
18162,1,0,4.0,152,72,20,1156,600.0,550
18163,0,0,4.1,184,72,20,661,800.0,5047
18164,1,0,4.5,96,72,62,1547,300.0,3690
18165,1,0,4.3,84,72,62,1547,200.0,3253
18166,1,0,3.8,177,72,62,235,300.0,5047
18167,0,0,3.9,46,67,62,1561,200.0,5047
18168,1,0,3.9,86,72,62,866,200.0,5047
18169,1,0,3.7,594,72,62,875,250.0,4661
18170,0,1,4.3,1042,62,5,891,1650.0,5047
18171,1,1,4.6,2315,62,21,723,1100.0,1513
18172,0,0,4.5,3953,61,21,1484,1300.0,5047
18173,0,0,4.3,678,62,20,1547,400.0,5047
18174,0,1,4.5,2711,56,60,688,1200.0,5047
18175,0,1,4.5,409,61,20,1296,1200.0,5047
18176,1,1,4.3,355,5,22,1468,600.0,2236
18177,0,0,4.3,813,62,20,1289,600.0,5047
18178,0,1,4.3,854,62,20,1466,800.0,5047
18179,1,0,4.2,418,56,20,523,700.0,1309
18180,0,1,4.2,168,61,5,624,1400.0,5047
18181,1,1,4.3,1033,61,20,1423,850.0,1871
18182,0,0,3.9,156,87,62,1423,300.0,5047
18183,1,1,3.9,675,62,20,1296,900.0,5047
18184,1,0,4.2,1440,56,13,459,650.0,2428
18185,1,1,4.1,426,62,20,1537,1100.0,3373
18186,1,0,3.9,317,62,20,59,800.0,4660
18187,1,0,3.8,328,62,20,1600,450.0,5047
18188,1,0,3.8,591,62,20,68,700.0,5047
18189,0,0,4.1,485,61,62,1547,400.0,5047
18190,1,0,4.1,500,62,20,1196,600.0,2621
18191,1,0,4.0,89,87,62,1060,300.0,3877
18192,0,0,3.7,81,62,20,1423,600.0,5047
18193,1,0,3.8,215,62,62,266,400.0,569
18194,1,0,3.4,589,62,20,69,600.0,3363
18195,1,1,3.7,56,62,20,1539,900.0,2741
18196,1,0,2.3,178,62,20,1284,500.0,5047
18197,1,0,4.0,397,62,62,1156,450.0,414
18198,0,0,3.6,68,62,62,1587,450.0,5047
18199,1,0,3.7,349,62,20,1383,600.0,5047
18200,0,0,3.8,53,61,20,1196,750.0,5047
18201,1,0,3.0,75,62,62,1562,300.0,5047
18202,1,0,3.8,209,62,62,552,450.0,5047
18203,0,1,4.5,2713,56,60,688,1200.0,5047
18204,0,1,4.1,4768,52,49,1020,2600.0,5047
18205,0,0,4.3,2318,52,52,909,1800.0,5047
18206,1,1,4.2,470,52,21,1367,1200.0,5047
18207,1,0,4.2,1731,52,57,539,1400.0,5047
18208,0,0,4.0,775,52,46,968,1400.0,5047
18209,1,1,4.1,662,52,5,887,1100.0,5047
18210,0,0,4.1,731,52,57,903,1500.0,5047
18211,0,1,4.1,402,52,46,718,1500.0,5047
18212,0,1,3.7,96,52,4,884,1100.0,5047
18213,0,1,3.7,77,52,5,624,2000.0,5047
18214,0,0,3.9,630,70,27,878,2000.0,5047
18215,0,0,4.1,181,72,6,885,3000.0,5047
18216,0,0,3.9,481,67,27,878,1500.0,5047
18217,0,0,3.8,273,72,46,663,2200.0,5047
18218,0,1,4.3,1058,62,5,891,1650.0,5047
18219,0,1,4.5,2713,56,60,688,1200.0,5047
18220,1,1,4.6,2338,62,21,723,1100.0,5047
18221,1,1,4.2,470,52,21,1367,1200.0,5047
18222,1,1,4.8,6440,52,21,41,1400.0,5047
18223,1,0,4.2,1731,52,57,539,1400.0,5047
18224,1,1,4.1,662,52,5,887,1100.0,5047
18225,0,0,4.1,731,52,57,903,1500.0,5047
18226,0,1,3.7,96,52,4,884,1100.0,5047
18227,0,1,3.7,77,52,5,624,2000.0,5047
18228,0,0,4.1,181,72,6,885,3000.0,5047
18229,0,1,4.1,187,70,4,799,2500.0,5047
18230,0,1,4.3,1058,62,5,891,1650.0,5047
18231,0,0,4.5,3960,61,21,1484,1300.0,5047
18232,0,1,4.2,167,61,5,624,1400.0,5047
18233,0,1,4.3,764,53,37,741,2500.0,5047
18234,1,1,4.6,5894,53,56,721,1400.0,5047
18235,0,1,4.4,730,53,60,726,1500.0,5047
18236,0,1,4.8,7284,53,21,1324,1500.0,5047
18237,0,1,4.8,12121,53,20,813,1600.0,5047
18238,0,1,4.8,3932,53,20,720,1300.0,5047
18239,0,1,4.7,7154,53,20,153,1400.0,5047
18240,0,1,4.5,1909,53,21,1369,1100.0,5047
18241,0,1,4.5,3486,53,20,1394,1300.0,5047
18242,1,1,4.4,1184,53,60,1228,1200.0,5047
18243,0,1,4.5,785,53,37,1309,2700.0,5047
18244,0,0,4.3,1370,53,20,1303,1000.0,5047
18245,0,1,4.3,1074,53,20,1325,1600.0,5047
18246,0,1,4.0,362,53,21,138,1500.0,5047
18247,0,1,3.9,866,53,5,1126,1500.0,5047
18248,1,1,4.2,344,53,20,170,1700.0,5047
18249,0,1,4.0,213,53,20,1296,1300.0,5047
18250,1,0,3.8,94,53,20,1272,750.0,5047
18251,0,0,3.9,63,53,20,1146,1000.0,5047
18252,0,1,2.6,62,53,21,1197,1000.0,5047
18253,0,0,2.6,118,53,21,1196,1200.0,5047
18254,1,1,4.4,978,9,22,1468,600.0,5047
18255,1,1,4.2,841,9,20,1166,700.0,5047
18256,1,1,3.8,832,9,21,1156,750.0,5047
18257,0,0,2.8,161,84,21,539,1200.0,5047
18258,0,0,2.9,51,84,20,1235,600.0,5047
18259,0,1,4.3,72,9,14,355,400.0,5047
18260,1,1,4.6,2906,53,22,1468,600.0,5047
18261,0,0,3.9,90,53,13,455,700.0,5047
18262,1,0,2.8,67,53,13,508,300.0,5047
18263,0,0,3.6,94,53,13,360,700.0,5047
18264,1,0,4.1,85,53,13,370,400.0,5047
18265,1,0,3.6,97,53,13,332,650.0,782
18266,1,0,4.1,825,9,13,506,300.0,277
18267,1,1,4.0,137,9,13,325,600.0,5047
18268,1,1,3.2,503,9,13,359,500.0,3836
18269,0,0,4.0,80,9,13,332,500.0,5047
18270,0,0,4.1,707,9,13,387,600.0,5047
18271,1,0,3.9,55,80,72,869,300.0,2112
18272,1,0,3.6,174,80,72,1056,400.0,3407
18273,1,0,3.8,604,53,29,1477,700.0,5047
18274,1,0,4.2,373,9,20,604,600.0,5047
18275,1,0,3.6,151,17,29,1004,450.0,5047
18276,1,0,3.8,798,53,29,1429,450.0,3948
18277,1,0,3.8,84,80,72,1518,250.0,937
18278,1,0,2.8,295,53,29,1196,500.0,5047
18279,1,1,4.2,841,9,20,1166,700.0,859
18280,1,0,4.5,157,53,62,1259,300.0,5047
18281,1,0,2.4,135,53,20,1196,600.0,5047
18282,1,0,3.5,69,9,20,1142,850.0,1456
18283,1,0,3.8,61,53,62,939,500.0,235
18284,1,0,3.8,759,53,20,1210,500.0,2997
18285,1,0,3.6,97,53,13,332,650.0,782
18286,1,0,3.8,70,9,9,214,400.0,3983
18287,1,0,3.7,163,53,29,1156,400.0,5047
18288,1,0,3.2,419,84,29,1327,500.0,3530
18289,1,0,4.0,234,10,29,235,650.0,1989
18290,1,0,3.7,242,53,62,1407,400.0,5047
18291,1,1,4.4,1810,53,20,558,800.0,5047
18292,1,0,3.4,313,53,62,1196,300.0,5047
18293,1,0,4.2,226,9,69,1121,400.0,4216
18294,1,0,2.4,172,53,62,1474,400.0,3129
18295,1,0,3.2,220,53,62,1547,450.0,5047
18296,1,0,3.6,348,53,20,94,1000.0,5047
18297,1,1,3.4,153,53,20,1196,800.0,5047
18298,1,0,3.0,401,9,62,829,500.0,5047
18299,1,0,4.0,173,53,62,817,400.0,5047
18300,1,0,3.9,94,53,62,942,300.0,5047
18301,1,0,3.8,94,53,9,821,250.0,5047
18302,1,0,3.7,53,84,29,1156,350.0,5047
18303,1,0,4.6,121,53,11,214,400.0,5047
18304,1,0,4.0,97,53,62,1209,400.0,4349
18305,1,0,2.6,159,53,62,1156,300.0,2448
18306,1,0,2.6,346,53,20,947,700.0,2561
18307,1,0,4.0,312,53,62,1628,150.0,638
18308,1,0,3.2,155,53,20,199,600.0,1517
18309,1,0,3.9,1994,53,20,238,800.0,1831
18310,1,0,3.3,228,53,62,1268,250.0,1107
18311,1,0,3.1,217,53,20,601,650.0,4385
18312,1,0,3.3,71,53,12,228,250.0,2152
18313,1,0,4.1,519,53,30,790,500.0,2272
18314,1,0,4.0,174,53,30,798,350.0,5047
18315,0,1,4.2,1459,53,21,50,800.0,5047
18316,1,0,3.8,71,53,62,227,200.0,2320
18317,0,1,3.8,53,53,4,731,1400.0,5047
18318,1,0,4.2,571,9,72,1392,500.0,5047
18319,1,1,4.1,99,53,21,669,1100.0,1973
18320,1,0,3.3,184,53,62,825,350.0,472
18321,0,0,3.9,96,53,20,517,650.0,5047
18322,1,0,4.2,403,84,29,1156,400.0,5047
18323,1,1,4.4,441,84,22,1315,1400.0,5047
18324,1,0,3.7,494,53,20,278,700.0,2735
18325,1,0,3.4,115,53,72,1335,300.0,3851
18326,0,1,3.7,88,53,20,652,800.0,5047
18327,1,0,4.1,49,53,29,1113,600.0,4011
18328,0,1,2.7,444,53,20,1156,900.0,5047
18329,1,0,4.2,3367,53,20,239,600.0,2467
18330,1,0,4.1,326,53,29,1196,300.0,3842
18331,1,0,2.8,132,17,29,923,450.0,3017
18332,1,0,4.5,236,53,62,1131,300.0,5047
18333,0,0,3.9,412,53,29,240,300.0,5047
18334,0,0,2.0,259,53,20,80,800.0,5047
18335,0,0,3.8,111,53,20,1196,600.0,5047
18336,1,0,3.9,115,9,20,1162,800.0,969
18337,1,0,3.3,802,9,62,106,400.0,5047
18338,1,0,4.0,244,53,62,1637,200.0,5047
18339,1,0,3.9,195,84,62,1196,300.0,5047
18340,0,0,3.8,36,53,21,80,1100.0,5047
18341,1,0,3.9,671,53,20,1606,450.0,2842
18342,1,0,3.4,422,53,62,1196,400.0,3592
18343,1,0,3.1,159,9,62,1209,450.0,4915
18344,1,0,3.9,907,84,29,1156,400.0,5047
18345,1,0,4.2,337,53,68,1643,200.0,2912
18346,0,0,3.4,131,53,72,857,500.0,5047
18347,0,0,4.1,123,53,62,1156,200.0,5047
18348,1,0,4.0,223,33,20,944,700.0,5047
18349,0,0,3.6,87,53,20,43,650.0,5047
18350,1,0,4.4,541,58,29,769,600.0,2089
18351,1,0,4.5,971,53,30,956,400.0,1979
18352,0,0,3.9,63,53,20,1146,1000.0,5047
18353,1,0,4.1,287,53,30,789,300.0,5047
18354,1,0,4.3,509,84,30,956,400.0,5047
18355,0,0,3.8,60,53,20,817,800.0,5047
18356,1,0,4.2,49,53,29,1465,600.0,4166
18357,1,0,4.1,74,53,29,1465,800.0,1446
18358,1,0,4.1,85,53,13,370,400.0,3683
18359,1,0,3.8,27,53,62,234,150.0,5047
18360,1,0,3.6,113,84,29,64,200.0,5047
18361,0,0,3.8,690,53,20,604,1000.0,5047
18362,0,1,2.6,62,53,21,1197,1000.0,5047
18363,0,0,2.1,342,53,62,282,500.0,5047
18364,1,0,3.5,47,53,62,1208,300.0,3600
18365,1,1,4.6,2906,53,22,1468,600.0,5047
18366,0,0,3.6,28,53,20,1196,600.0,5047
18367,0,0,2.3,203,53,20,1196,400.0,5047
18368,1,0,3.9,96,53,62,1190,500.0,1018
18369,1,0,4.0,183,9,66,782,550.0,560
18370,1,1,4.6,5894,53,56,721,1400.0,5047
18371,1,0,3.7,129,80,72,285,300.0,1120
18372,1,0,3.2,50,84,51,53,300.0,5047
18373,1,0,3.9,308,33,20,613,500.0,1314
18374,1,0,4.2,220,53,62,1156,300.0,1899
18375,0,0,3.8,78,53,62,1196,350.0,5047
18376,1,1,4.4,3004,53,5,1311,1300.0,4246
18377,1,0,4.1,221,80,45,1644,250.0,541
18378,1,0,3.9,536,53,62,322,450.0,5047
18379,1,0,3.4,250,9,62,203,400.0,4920
18380,1,0,3.7,83,53,20,307,600.0,1959
18381,1,0,3.6,66,53,62,1181,600.0,1191
18382,0,0,3.5,45,53,62,1175,400.0,5047
18383,1,0,3.9,772,53,20,1181,1000.0,1117
18384,1,1,4.1,341,9,20,102,600.0,5047
18385,1,1,4.6,592,84,20,0,1000.0,933
18386,1,0,3.9,632,53,62,1451,300.0,3785
18387,1,0,3.7,143,53,9,214,300.0,2901
18388,1,1,3.8,345,53,20,238,800.0,3534
18389,0,0,2.8,110,53,62,1002,600.0,5047
18390,1,0,3.6,543,53,62,209,400.0,4512
18391,1,1,4.0,364,84,20,1053,700.0,1197
18392,1,0,4.1,932,84,20,1081,700.0,3259
18393,1,0,4.1,461,53,62,1451,400.0,2665
18394,1,1,4.1,1752,84,20,1017,1400.0,223
18395,1,1,4.5,751,84,17,9,900.0,4528
18396,1,0,4.0,741,84,20,625,750.0,2025
18397,1,1,4.0,914,53,20,45,750.0,4621
18398,1,0,3.8,314,77,62,1200,400.0,1869
18399,1,1,3.2,503,9,13,359,500.0,5014
18400,1,0,3.7,231,53,20,1591,500.0,5047
18401,1,0,4.0,284,53,20,236,750.0,343
18402,1,0,3.0,178,33,62,1547,200.0,3191
18403,1,1,3.9,231,53,20,1182,800.0,3347
18404,1,0,4.0,105,53,9,210,300.0,5047
18405,1,0,3.6,131,53,62,197,600.0,2888
18406,1,0,3.9,198,9,62,1180,300.0,4039
18407,1,1,3.2,271,9,60,723,1500.0,2335
18408,1,1,4.4,3113,53,21,1350,1500.0,2813
18409,1,0,4.1,671,53,62,1674,450.0,4982
18410,1,0,3.7,354,84,20,1181,700.0,5047
18411,1,0,4.1,426,53,20,1156,1000.0,1681
18412,1,0,4.4,1053,84,29,929,500.0,1
18413,1,0,3.6,83,33,62,866,350.0,5047
18414,1,0,4.0,136,53,20,1579,1000.0,333
18415,1,1,4.4,1184,53,60,1228,1200.0,5047
18416,1,0,3.8,198,9,62,84,300.0,2758
18417,1,0,3.8,62,84,29,38,600.0,5047
18418,1,0,4.1,50,53,62,1640,200.0,1955
18419,1,1,4.0,137,9,13,325,600.0,4109
18420,1,0,4.3,178,84,64,1340,400.0,2318
18421,1,0,4.0,728,53,20,941,800.0,4616
18422,1,0,3.8,76,33,62,558,250.0,1311
18423,1,0,3.8,121,53,72,1070,150.0,5047
18424,1,1,4.2,198,53,20,88,1000.0,723
18425,1,1,4.0,511,9,20,48,800.0,2195
18426,1,0,3.8,295,53,62,1459,350.0,5047
18427,1,0,3.9,81,53,62,1156,250.0,57
18428,1,0,2.7,135,53,20,277,550.0,5047
18429,1,0,3.9,1624,84,20,292,800.0,2556
18430,1,0,3.2,61,33,72,1474,400.0,3112
18431,1,0,3.7,853,84,20,50,650.0,5047
18432,1,0,4.2,264,9,62,1547,200.0,891
18433,1,0,3.6,82,9,62,817,400.0,2584
18434,1,0,2.8,67,53,13,508,300.0,2404
18435,0,0,2.4,58,53,20,1196,600.0,5047
18436,1,0,4.0,501,53,20,604,600.0,3686
18437,1,0,3.7,63,53,62,839,200.0,3262
18438,1,0,4.2,44,53,30,789,300.0,20
18439,1,1,4.3,1287,53,21,172,1100.0,3663
18440,0,0,4.0,395,53,20,49,500.0,5047
18441,1,0,3.7,210,53,41,1181,600.0,3660
18442,0,0,4.1,1143,9,62,1439,500.0,5047
18443,0,1,4.3,72,9,14,355,400.0,5047
18444,0,0,3.4,232,9,20,516,550.0,5047
18445,0,0,3.8,210,33,20,205,500.0,5047
18446,1,0,3.8,79,77,62,1272,400.0,5047
18447,0,0,2.6,142,9,20,1589,400.0,5047
18448,0,0,3.6,98,9,62,1196,450.0,5047
18449,0,0,3.7,61,33,72,1416,300.0,5047
18450,0,0,2.8,70,80,20,1520,650.0,5047
18451,0,0,2.4,229,9,20,1156,450.0,5047
18452,0,0,2.9,115,9,20,1196,800.0,5047
18453,0,0,4.1,707,9,13,387,600.0,5047
18454,1,0,3.1,142,53,20,1423,450.0,5047
18455,1,1,3.8,384,53,20,1592,800.0,5047
18456,1,0,2.8,1878,9,20,110,750.0,1330
18457,1,0,3.7,114,53,62,1209,400.0,2022
18458,1,0,2.6,104,53,43,1474,750.0,5047
18459,1,0,3.8,374,53,62,1410,300.0,2354
18460,1,0,3.0,148,9,20,57,600.0,5047
18461,1,0,3.7,198,53,20,74,650.0,5047
18462,1,1,3.8,585,53,20,1183,600.0,2871
18463,1,0,3.6,26,53,62,1196,250.0,4286
18464,1,0,3.9,56,53,20,609,800.0,4879
18465,1,0,4.1,48,53,62,1156,250.0,290
18466,1,0,4.0,472,9,20,1156,700.0,3677
18467,1,0,3.6,106,9,62,1589,250.0,3413
18468,1,0,3.6,82,53,62,1670,400.0,1404
18469,1,0,3.0,459,53,20,1356,500.0,3030
18470,1,0,3.6,56,25,13,374,1000.0,477
18471,1,0,3.6,92,9,62,1589,350.0,2034
18472,1,0,3.6,92,53,62,1354,700.0,1002
18473,1,1,4.0,561,53,20,1196,900.0,5047
18474,1,0,3.8,232,53,62,197,300.0,5047
18475,1,0,4.1,685,53,62,1644,200.0,5047
18476,1,0,3.5,129,33,62,1547,400.0,1758
18477,1,0,3.7,205,53,62,1156,350.0,3565
18478,1,0,3.5,107,9,41,69,500.0,3448
18479,1,0,4.2,116,9,20,1552,800.0,2019
18480,1,0,3.8,219,10,20,609,500.0,4779
18481,1,1,4.0,157,53,20,1405,800.0,5047
18482,1,0,3.7,49,9,62,826,300.0,1494
18483,1,0,3.7,833,53,20,286,700.0,4397
18484,1,0,3.1,61,53,29,521,650.0,4780
18485,1,1,3.9,228,53,20,1413,750.0,5047
18486,1,0,3.8,35,53,62,1156,150.0,3946
18487,1,0,3.5,377,9,20,569,750.0,1886
18488,1,0,3.7,128,33,20,1423,600.0,5047
18489,1,0,3.2,115,33,20,520,500.0,5047
18490,1,0,3.7,61,53,20,296,700.0,5047
18491,1,0,4.1,825,9,13,506,300.0,3366
18492,1,0,3.6,42,53,72,1196,300.0,5047
18493,1,0,3.9,219,53,62,1156,250.0,5047
18494,1,0,3.8,60,33,1,178,450.0,1596
18495,1,0,4.2,176,53,20,1401,1000.0,5047
18496,1,0,3.8,49,53,62,1033,300.0,2962
18497,0,0,3.6,94,53,13,360,700.0,5047
18498,1,0,3.8,93,33,72,1033,300.0,5047
18499,1,0,3.8,54,53,62,1386,400.0,5047
18500,1,0,3.8,170,33,62,1196,500.0,5047
18501,1,0,3.6,250,33,20,1196,700.0,4722
18502,1,0,3.5,180,53,20,1191,800.0,1053
18503,1,0,3.9,98,53,12,217,500.0,3419
18504,1,0,3.4,89,84,62,1156,300.0,5047
18505,1,0,3.8,94,53,20,1272,750.0,5047
18506,1,0,3.6,93,9,62,1196,300.0,1560
18507,1,0,4.0,122,80,20,1210,800.0,5047
18508,1,0,3.5,118,53,29,1416,200.0,3619
18509,1,0,3.7,72,84,62,1156,450.0,1868
18510,1,0,4.0,121,9,62,1482,900.0,4278
18511,1,0,3.3,46,53,20,1185,600.0,5047
18512,1,0,2.8,53,53,62,817,300.0,1812
18513,1,0,3.8,38,53,62,283,450.0,5047
18514,1,0,2.1,479,53,20,1196,650.0,5047
18515,1,0,3.2,426,33,20,1188,600.0,2797
18516,1,1,3.8,832,9,21,1156,750.0,5047
18517,1,0,3.2,270,9,20,1038,500.0,5047
18518,1,1,3.7,692,9,20,598,750.0,5047
18519,1,0,3.6,56,53,20,591,750.0,5047
18520,1,0,3.6,46,53,20,1196,500.0,5047
18521,0,0,2.6,118,53,21,1196,1200.0,5047
18522,1,0,3.3,218,9,20,1138,600.0,5047
18523,1,0,3.8,52,33,0,181,350.0,1647
18524,1,0,3.5,98,53,62,1196,400.0,5047
18525,1,1,3.9,669,53,20,1232,750.0,4829
18526,1,0,2.1,243,53,62,197,400.0,5047
18527,1,0,4.0,784,9,62,1110,600.0,4583
18528,1,0,3.8,434,53,20,286,650.0,5047
18529,1,1,4.0,632,33,20,727,800.0,974
18530,1,0,3.4,85,9,20,1187,500.0,5047
18531,1,0,3.4,71,33,20,558,600.0,5047
18532,1,0,2.4,63,33,62,1483,500.0,4734
18533,1,0,3.4,85,53,62,916,200.0,5047
18534,1,0,3.8,70,33,20,1209,750.0,5047
18535,1,0,3.8,63,84,62,1196,200.0,4913
18536,1,0,4.0,73,53,62,1156,250.0,3593
18537,1,0,3.9,36,53,20,1156,800.0,3936
18538,1,0,3.7,126,53,20,1156,600.0,5047
18539,1,1,4.2,2189,53,20,1375,1500.0,5047
18540,1,0,3.7,82,9,62,872,150.0,889
18541,1,0,3.9,236,9,20,1424,750.0,5047
18542,1,0,4.0,528,53,62,1451,150.0,1675
18543,1,0,3.7,97,53,62,1273,500.0,3696
18544,1,0,4.0,44,9,62,843,450.0,2586
18545,1,0,3.8,156,53,62,1218,400.0,5047
18546,1,0,3.7,132,53,20,1156,750.0,2330
18547,1,0,3.2,521,53,62,1036,500.0,3695
18548,1,0,4.1,59,53,62,821,300.0,5022
18549,1,0,3.9,391,33,62,1224,450.0,2587
18550,1,0,4.3,522,84,20,1033,1000.0,5047
18551,1,0,3.6,199,53,41,558,500.0,4764
18552,1,1,3.5,1824,53,20,296,850.0,5047
18553,1,0,3.2,684,53,20,117,800.0,366
18554,1,0,3.8,69,53,62,1589,400.0,3801
18555,1,0,3.1,95,53,62,1463,500.0,4911
18556,1,0,4.5,155,9,62,1497,250.0,3872
18557,1,0,4.1,124,9,30,789,400.0,4556
18558,1,0,3.3,72,33,20,519,600.0,1130
18559,1,1,4.7,1542,84,20,521,1700.0,5047
18560,1,0,2.9,253,6,62,1196,400.0,3642
18561,1,0,3.0,384,53,20,521,1000.0,1272
18562,1,1,4.1,266,9,21,1299,1000.0,2475
18563,1,1,4.0,2834,84,21,1143,1100.0,1907
18564,1,0,3.6,33,33,62,841,500.0,3516
18565,1,0,3.7,42,53,72,122,400.0,1273
18566,0,1,4.7,7154,53,20,153,1400.0,5047
18567,1,0,4.5,971,53,30,956,400.0,1979
18568,0,0,3.8,98,53,68,1640,200.0,5047
18569,0,0,3.7,132,53,62,1264,250.0,5047
18570,0,0,4.1,193,53,0,181,500.0,5047
18571,1,0,4.1,519,53,30,790,500.0,5047
18572,1,0,4.0,55,53,29,181,500.0,1618
18573,1,0,4.1,287,53,30,789,300.0,1622
18574,1,0,4.0,174,53,30,798,350.0,3193
18575,1,0,4.2,44,53,30,789,300.0,21
18576,1,0,4.0,105,53,9,210,300.0,1742
18577,0,0,3.6,94,53,13,360,700.0,5047
18578,1,0,3.7,143,53,9,214,300.0,5047
18579,1,0,4.0,111,53,30,792,400.0,609
18580,1,1,4.4,978,9,22,1468,600.0,2250
18581,0,0,4.1,1143,9,62,1439,500.0,5047
18582,0,1,4.3,72,9,14,355,400.0,5047
